տառապել,ել
տառապեցնել,ել
առողջացնել,ել
դատարկել,ել
զվարճանալ,ալ
զվարճացնել,ել
ինքնահավանել,ել
դրսեւորել,ել
դրսեւորվել,ել
հաճախել,ել
հաճախեցնել,ել
արտաքսել,ել
աքսորել,ել
աքսորվել,ել
կարեկցել,ել
հարսնանալ,ալ
հարսնացնել,ել
պատկանել,ել
խռթալ,ալ
ջղայնանալ,ալ
կատակել,ել
կախարդել,ել
կախարդվել,ել
անզգայանալ,ալ
անզգայացնել,ել
անզգայացվել,ել
հիասթափեցնել,ել
ապացուցել,ել
ապացուցվել,ել
գիտակցել,ել
գիտակցվել,ել
ահաբեկել,ել
վտանգել,ել
վտանգվել,ել
պատկառել,ել
ակնածել,ել
երկյուղածել,ել
երկյուղել,ել
ահազանգել,ել
սարսափահարել,ել
սարսափահարվել,ել
սարսափել,ել
սարսափեցնել,ել
զարհուրել,ել
զարհուրեցնել,ել
ընթադրել,ել
մխրճել,ել
մխրճվել,ել
մխվել,ել
թաղել,ել
երթեւեկել,ել
առկայծվել,ել
առկախել,ել
առկախվել,ել
իջեւանել,ել
վերջակետել,ել
վախճանվել,ել
վերջանալ,ալ
վերջավորել,ել
վերջավորվել,ել
վերջացնել,ել
վերջացվել,ել
վերջափակել,ել
վերջափակվել,ել
հապաղել,ել
հապաղեցնել,ել
վերջնամշակել,ել
վերջոտնել,ել
մոգոնել,ել
ծախել,ել
ծախծխել,ել
ծախծխոտել,ել
ծախծխոտվել,ել
ծախծխորել,ել
ծախծխորվել,ել
ծախծխվել,ել
ծախոտել,ել
ծախոտվել,ել
սակարկել,ել
սակարկվել,ել
ծախսագրել,ել
ծախսել,ել
ծախսվել,ել
ծախվել,ել
գուշակվել,ել
ճեղքել,ել
ճեղքվել,ել
մոտանալ,ալ
մոտավորել,ել
մոտիկանալ,ալ
բանակցել,ել
ապահովանալ,ալ
անդամալուծել,ել
անդամալուծվել,ել
աբսորբել,ել
ագահանալ,ալ
ագահել,ել
ագարականալ,ալ
ագարակացնել,ել
ագուցահանել,ել
ագուցավորել,ել
ագուցվել,ել
ագռավանալ,ալ
ագրեգատավորել,ել
կացնահարել,ել
կացնահարվել,ել
կացնել,ել
ընդունվել,ել
պատժել,ել
պատժվել,ել
փաստարկել,ել
փաստարկվել,ել
փաստել,ել
փաստվել,ել
գրանցել,ել
գրանցվել,ել
դադարել,ել
դադարեցնել,ել
դադարեցվել,ել
լիազորել,ել
լիազորվել,ել
մեղադրվել,ել
զինել,ել
զինվել,ել
հայտնաբերել,ել
հանդիպել,ել
հանդիպեցնել,ել
հայտարարվել,ել
ստանձնել,ել
ստորանալ,ալ
ստորացնել,ել
ստորացվել,ել
կարգաբանել,ել
համագործակցել,ել
համագործել,ել
առավոտանալ,ալ
ուշանալ,ալ
լցվել,ել
առողջանալ,ալ
ազատագրել,ել
ազատագրվել,ել
ազատազրկել,ել
ազաբանալ,ալ
ազաբացնել,ել
լավանալ,ալ
բնակել,ել
կռկել,ել
ակնկալել,ել
կախվել,ել
կազդուրվել,ել
զգացվել,ել
գրկել,ել
գոգավորվել,ել
գանգրել,ել
ջոկել,ել
ցանել,ել
ավարտել,ել
ավարտվել,ել
սատարել,ել
քսել,ել
դիտվել,ել
դիտել,ել
թեքել,ել
ադամանդել,ել
ադամանդվել,ել
ազատագնել,ել
ազատագնվել,ել
ազատականացնել,ել
թեքվել,ել
թնդալ,ալ
լուսանկարել,ել
մերժել,ել
զրկել,ել
ցատկել,ել
կաշառվել,ել
հենվել,ել
թաթավել,ել
մշակել,ել
գերել,ել
զարգանալ,ալ
թխել,ել
արժենալ,ալ
ցանցել,ել
հերկել,ել
ապացուցանել,ել
աղանձել,ել
գաղթել,ել
արծնել,ել
արծարծել,ել
բովել,ել
գալարել,ել
գալարվել,ել
գաղել,ել
